 #--- Initial_population -----------------------------
     Omega        hs        n         ec0       alpha     beta      rat_ed    rat_ei
     27.48      2.71      0.25      1.05      0.21      1.14      1.10      0.53
     38.48      4.76      0.36      0.95      0.12      1.31      1.29      0.57
     26.17      8.78      0.29      0.94      0.17      1.07      1.19      0.54
     30.55      1.19      0.22      0.94      0.06      1.88      1.06      0.57
     31.03      8.10      0.31      0.72      0.23      1.33      1.25      0.54
     29.36      8.30      0.27      0.65      0.17      1.48      1.28      0.54
     36.52      6.13      0.24      0.99      0.23      1.82      1.25      0.59
     30.05      8.16      0.29      0.60      0.13      1.23      1.24      0.57
     31.66      7.05      0.21      0.83      0.19      1.54      1.29      0.53
     38.28      2.22      0.30      0.94      0.16      1.57      1.09      0.54
     36.78      1.31      0.26      0.72      0.30      1.35      1.06      0.58
     33.88      4.31      0.40      0.67      0.10      1.07      1.05      0.58
     31.78      7.66      0.23      0.93      0.24      1.11      1.09      0.56
     29.04      5.08      0.36      1.09      0.21      1.36      1.23      0.53
     35.12      5.42      0.25      0.98      0.09      1.09      1.08      0.58
     32.65      5.84      0.39      0.97      0.23      1.97      1.15      0.59
     26.38      8.25      0.23      0.70      0.28      1.64      1.29      0.56
     25.36      8.51      0.37      0.68      0.05      1.74      1.21      0.56
     32.92      4.13      0.29      0.94      0.09      1.59      1.24      0.58
     25.14      4.54      0.26      0.65      0.11      1.97      1.09      0.58
     34.49      2.07      0.23      0.90      0.25      1.74      1.14      0.58
     33.47      8.77      0.32      1.07      0.13      1.46      1.23      0.58
     36.50      7.16      0.21      0.61      0.08      1.07      1.18      0.57
     36.15      7.56      0.27      0.98      0.29      1.16      1.15      0.57
     27.08      8.91      0.23      0.83      0.19      1.69      1.15      0.59
     28.82      5.72      0.21      0.95      0.21      1.07      1.25      0.57
     27.47      3.71      0.26      0.75      0.20      1.27      1.16      0.59
     26.18      8.58      0.37      1.10      0.27      1.17      1.27      0.57
     37.44      4.38      0.28      0.95      0.13      1.74      1.27      0.55
     31.07      6.21      0.35      0.84      0.29      1.34      1.12      0.58
     26.47      4.88      0.27      1.08      0.06      1.80      1.17      0.54
     35.42      7.27      0.34      1.08      0.25      1.94      1.14      0.59
     27.24      1.18      0.25      1.05      0.20      1.85      1.28      0.56
     27.76      8.16      0.21      0.73      0.17      1.02      1.24      0.55
     25.04      1.47      0.32      1.01      0.11      1.81      1.24      0.55
     38.72      8.80      0.26      1.03      0.25      1.68      1.17      0.55
     39.55      6.19      0.24      0.85      0.20      1.13      1.20      0.55
     31.00      3.43      0.25      0.88      0.15      1.94      1.18      0.55
     33.40      8.40      0.28      0.64      0.21      1.16      1.24      0.60
     25.95      7.73      0.29      1.04      0.06      1.98      1.07      0.56
     39.66      6.37      0.27      0.77      0.07      1.31      1.13      0.54
     29.54      8.51      0.29      0.87      0.18      1.73      1.13      0.55
     38.33      1.01      0.31      0.72      0.20      1.17      1.20      0.58
     38.77      1.53      0.29      0.66      0.11      1.88      1.19      0.54
     32.29      5.45      0.26      0.84      0.08      1.96      1.08      0.57
     26.16      4.75      0.26      0.70      0.22      1.04      1.12      0.59
     34.23      5.16      0.22      0.79      0.16      1.08      1.11      0.54
     35.04      2.28      0.35      0.98      0.09      1.36      1.06      0.54
     34.45      5.48      0.40      0.69      0.24      1.80      1.18      0.56
     30.75      3.71      0.30      0.89      0.25      1.22      1.10      0.59
     27.90      5.36      0.29      0.99      0.26      1.49      1.24      0.57
     25.33      6.50      0.33      0.64      0.18      1.08      1.24      0.56
     33.37      7.68      0.27      0.76      0.22      1.34      1.27      0.59
     27.40      3.25      0.28      1.03      0.16      1.97      1.21      0.60
     34.05      2.90      0.28      0.63      0.25      1.79      1.13      0.55
     37.21      6.26      0.33      0.92      0.28      1.30      1.10      0.58
     34.05      3.75      0.30      0.98      0.24      1.44      1.06      0.59
     39.02      2.82      0.27      1.05      0.12      1.56      1.25      0.60
     34.24      4.09      0.26      0.87      0.19      1.88      1.16      0.55
     33.19      5.19      0.24      1.08      0.13      1.70      1.07      0.58
     25.91      2.28      0.39      0.76      0.22      1.57      1.28      0.54
     33.27      3.67      0.36      0.99      0.18      1.79      1.12      0.58
     25.81      2.21      0.26      0.61      0.14      1.19      1.07      0.57
     27.46      8.11      0.29      1.07      0.24      1.69      1.30      0.56
     38.58      2.75      0.25      0.75      0.11      1.12      1.07      0.57
     39.42      1.70      0.39      1.05      0.08      1.52      1.15      0.55
     32.49      8.45      0.35      0.85      0.28      1.34      1.12      0.58
     25.92      4.08      0.30      0.61      0.15      1.02      1.20      0.58
     37.83      2.02      0.37      0.90      0.15      1.41      1.06      0.58
     32.48      5.91      0.36      0.93      0.10      1.21      1.08      0.57
     26.15      2.77      0.29      0.79      0.13      1.96      1.14      0.58
     32.28      6.46      0.24      0.74      0.06      1.36      1.12      0.58
     35.38      2.50      0.20      0.63      0.24      1.78      1.13      0.58
     27.26      5.09      0.38      0.63      0.15      1.44      1.14      0.55
     33.61      3.78      0.25      0.65      0.18      1.75      1.17      0.56
     35.38      1.27      0.28      0.62      0.21      1.89      1.08      0.59
     28.05      1.69      0.26      1.08      0.26      1.08      1.12      0.53
     33.40      1.53      0.38      0.86      0.24      1.12      1.17      0.58
     32.65      7.43      0.29      0.82      0.22      1.97      1.26      0.60
     38.30      6.29      0.21      0.92      0.28      1.51      1.09      0.59
 -----------------------------------------------------
 #---------Update Pop P_eli-----           1 /          20
     Omega        hs        n         ec0       alpha     beta      rat_ei    rat_ed
 -----------------------------------------------------
     34.33      3.64      0.21      0.97      0.19      1.42      1.18      0.57
     31.78      7.66      0.23      0.93      0.24      1.11      1.09      0.56
     32.97      8.57      0.23      0.91      0.27      1.35      1.13      0.55
     36.05      5.52      0.23      0.94      0.16      1.95      1.10      0.54
     34.49      2.07      0.23      0.90      0.25      1.74      1.14      0.58


 #---------Update Pop P_mat-----           1 /          20
     Omega        hs        n         ec0       alpha     beta      rat_ei    rat_ed
 -----------------------------------------------------
     33.37      2.54      0.23      0.91      0.21      1.69      1.15      0.55
     32.51      2.62      0.32      0.90      0.23      1.14      1.15      0.58
     33.70      3.72      0.29      0.96      0.09      1.13      1.22      0.56
     32.73      3.72      0.26      1.04      0.09      1.41      1.17      0.57
     32.38      4.35      0.34      0.93      0.15      1.22      1.08      0.57
     38.23      6.56      0.26      1.04      0.10      1.62      1.05      0.54
     38.59      4.92      0.26      0.96      0.13      1.52      1.14      0.59
     28.45      5.93      0.24      1.04      0.24      1.61      1.17      0.56
     38.26      4.55      0.30      0.92      0.12      1.67      1.08      0.59
     33.91      1.85      0.35      0.81      0.23      1.15      1.14      0.56
     27.65      4.80      0.25      1.02      0.29      1.19      1.10      0.55
     34.27      3.57      0.23      1.03      0.07      1.39      1.23      0.55
     39.51      2.92      0.25      1.01      0.12      1.34      1.13      0.55
     35.53      6.79      0.34      0.86      0.28      1.59      1.10      0.55
     36.52      2.05      0.30      0.93      0.13      1.63      1.16      0.57
     33.94      4.70      0.23      1.01      0.24      1.45      1.16      0.55
     31.09      4.98      0.25      0.80      0.23      1.36      1.25      0.57
     34.61      1.98      0.33      0.94      0.07      1.19      1.10      0.54
     28.26      8.40      0.24      1.08      0.15      1.36      1.18      0.57
     29.85      5.29      0.21      0.97      0.16      1.24      1.21      0.57
     34.51      4.10      0.26      1.01      0.11      1.62      1.14      0.57
     35.41      4.22      0.32      1.08      0.06      1.28      1.22      0.56
     33.77      6.05      0.31      0.84      0.18      1.78      1.22      0.54
     32.75      6.23      0.33      0.98      0.13      1.47      1.17      0.55
     32.98      4.82      0.35      0.68      0.21      1.52      1.15      0.58
     35.53      3.63      0.36      0.80      0.26      1.63      1.11      0.56
     29.95      4.62      0.28      1.02      0.13      1.40      1.13      0.59
     35.80      6.63      0.26      0.89      0.24      1.76      1.22      0.56
     33.28      5.86      0.29      0.79      0.29      1.58      1.08      0.59
     28.32      2.35      0.32      1.05      0.08      1.18      1.09      0.55
     35.84      7.08      0.30      0.98      0.25      1.51      1.11      0.56
     36.23      5.89      0.27      0.82      0.26      1.91      1.13      0.56
     34.15      6.76      0.26      0.94      0.07      1.89      1.26      0.59
     33.34      6.55      0.24      0.95      0.16      1.05      1.23      0.57
     29.51      5.41      0.30      0.83      0.25      1.53      1.13      0.54
     33.09      4.01      0.27      1.07      0.08      1.36      1.21      0.59
     37.53      3.24      0.36      0.91      0.09      1.16      1.12      0.58
